"","location_name","location_id","sex_id","age_group_id","year_start","year_end","sim_cause","proportion"
"2404","Connecticut",529,2,388,1990,2022,"residual",1
"2405","Delaware",530,2,388,1990,2022,"residual",1
"2406","District of Columbia",531,2,388,1990,2022,"residual",1
"2407","Florida",532,2,388,1990,2022,"residual",1
"2408","Georgia",533,2,388,1990,2022,"residual",1
"2409","Hawaii",534,2,388,1990,2022,"residual",1
"2410","Idaho",535,2,388,1990,2022,"residual",1
"2411","Illinois",536,2,388,1990,2022,"residual",1
"2412","Indiana",537,2,388,1990,2022,"residual",1
"2413","Iowa",538,2,388,1990,2022,"residual",1
"2414","Kansas",539,2,388,1990,2022,"residual",0.999999999999999
"2415","Kentucky",540,2,388,1990,2022,"residual",1
"2416","Louisiana",541,2,388,1990,2022,"residual",1
"2417","Maine",542,2,388,1990,2022,"residual",0.999999999999999
"2418","Maryland",543,2,388,1990,2022,"residual",1
"2419","Massachusetts",544,2,388,1990,2022,"residual",1
"2420","Michigan",545,2,388,1990,2022,"residual",1
"2421","Minnesota",546,2,388,1990,2022,"residual",1
"2422","Mississippi",547,2,388,1990,2022,"residual",0.999999999999999
"2423","Missouri",548,2,388,1990,2022,"residual",1
"2424","Montana",549,2,388,1990,2022,"residual",1
"2425","Nebraska",550,2,388,1990,2022,"residual",1
"2426","Nevada",551,2,388,1990,2022,"residual",1
"2427","New Hampshire",552,2,388,1990,2022,"residual",1
"2428","New Jersey",553,2,388,1990,2022,"residual",1
"2429","New Mexico",554,2,388,1990,2022,"residual",1
"2430","New York",555,2,388,1990,2022,"residual",1
"2431","North Carolina",556,2,388,1990,2022,"residual",1
"2432","North Dakota",557,2,388,1990,2022,"residual",1
"2433","Ohio",558,2,388,1990,2022,"residual",1
"2434","Oklahoma",559,2,388,1990,2022,"residual",1
"2435","Oregon",560,2,388,1990,2022,"residual",1
"2436","Pennsylvania",561,2,388,1990,2022,"residual",1
"2437","Rhode Island",562,2,388,1990,2022,"residual",1
"2438","South Carolina",563,2,388,1990,2022,"residual",1
"2439","South Dakota",564,2,388,1990,2022,"residual",1
"2440","Tennessee",565,2,388,1990,2022,"residual",1
"2441","Texas",566,2,388,1990,2022,"residual",1
"2442","Utah",567,2,388,1990,2022,"residual",1
"2443","Vermont",568,2,388,1990,2022,"residual",1
"2444","Virginia",569,2,388,1990,2022,"residual",1
"2445","Washington",570,2,388,1990,2022,"residual",1
"2446","West Virginia",571,2,388,1990,2022,"residual",1
"2447","Wisconsin",572,2,388,1990,2022,"residual",1
"2448","Wyoming",573,2,388,1990,2022,"residual",1
"2449","Alabama",523,1,2,1990,2022,"hhd",0
"2450","Alaska",524,1,2,1990,2022,"hhd",0
"2451","Arizona",525,1,2,1990,2022,"hhd",0
"2452","Arkansas",526,1,2,1990,2022,"hhd",0
"2453","California",527,1,2,1990,2022,"hhd",0
"2454","Colorado",528,1,2,1990,2022,"hhd",0
"2455","Connecticut",529,1,2,1990,2022,"hhd",0
"2456","Delaware",530,1,2,1990,2022,"hhd",0
"2457","District of Columbia",531,1,2,1990,2022,"hhd",0
"2458","Florida",532,1,2,1990,2022,"hhd",0
"2459","Georgia",533,1,2,1990,2022,"hhd",0
"2460","Hawaii",534,1,2,1990,2022,"hhd",0
"2461","Idaho",535,1,2,1990,2022,"hhd",0
"2462","Illinois",536,1,2,1990,2022,"hhd",0
"2463","Indiana",537,1,2,1990,2022,"hhd",0
"2464","Iowa",538,1,2,1990,2022,"hhd",0
"2465","Kansas",539,1,2,1990,2022,"hhd",0
"2466","Kentucky",540,1,2,1990,2022,"hhd",0
"2467","Louisiana",541,1,2,1990,2022,"hhd",0
"2468","Maine",542,1,2,1990,2022,"hhd",0
"2469","Maryland",543,1,2,1990,2022,"hhd",0
"2470","Massachusetts",544,1,2,1990,2022,"hhd",0
"2471","Michigan",545,1,2,1990,2022,"hhd",0
"2472","Minnesota",546,1,2,1990,2022,"hhd",0
"2473","Mississippi",547,1,2,1990,2022,"hhd",0
"2474","Missouri",548,1,2,1990,2022,"hhd",0
"2475","Montana",549,1,2,1990,2022,"hhd",0
"2476","Nebraska",550,1,2,1990,2022,"hhd",0
"2477","Nevada",551,1,2,1990,2022,"hhd",0
"2478","New Hampshire",552,1,2,1990,2022,"hhd",0
"2479","New Jersey",553,1,2,1990,2022,"hhd",0
"2480","New Mexico",554,1,2,1990,2022,"hhd",0
"2481","New York",555,1,2,1990,2022,"hhd",0
"2482","North Carolina",556,1,2,1990,2022,"hhd",0
"2483","North Dakota",557,1,2,1990,2022,"hhd",0
"2484","Ohio",558,1,2,1990,2022,"hhd",0
"2485","Oklahoma",559,1,2,1990,2022,"hhd",0
"2486","Oregon",560,1,2,1990,2022,"hhd",0
"2487","Pennsylvania",561,1,2,1990,2022,"hhd",0
"2488","Rhode Island",562,1,2,1990,2022,"hhd",0
"2489","South Carolina",563,1,2,1990,2022,"hhd",0
"2490","South Dakota",564,1,2,1990,2022,"hhd",0
"2491","Tennessee",565,1,2,1990,2022,"hhd",0
"2492","Texas",566,1,2,1990,2022,"hhd",0
"2493","Utah",567,1,2,1990,2022,"hhd",0
"2494","Vermont",568,1,2,1990,2022,"hhd",0
"2495","Virginia",569,1,2,1990,2022,"hhd",0
"2496","Washington",570,1,2,1990,2022,"hhd",0
"2497","West Virginia",571,1,2,1990,2022,"hhd",0
"2498","Wisconsin",572,1,2,1990,2022,"hhd",0
"2499","Wyoming",573,1,2,1990,2022,"hhd",0
"2500","Alabama",523,1,3,1990,2022,"hhd",0
"2501","Alaska",524,1,3,1990,2022,"hhd",0
"2502","Arizona",525,1,3,1990,2022,"hhd",0
"2503","Arkansas",526,1,3,1990,2022,"hhd",0
"2504","California",527,1,3,1990,2022,"hhd",0
"2505","Colorado",528,1,3,1990,2022,"hhd",0
"2506","Connecticut",529,1,3,1990,2022,"hhd",0
"2507","Delaware",530,1,3,1990,2022,"hhd",0
"2508","District of Columbia",531,1,3,1990,2022,"hhd",0
"2509","Florida",532,1,3,1990,2022,"hhd",0
"2510","Georgia",533,1,3,1990,2022,"hhd",0
"2511","Hawaii",534,1,3,1990,2022,"hhd",0
"2512","Idaho",535,1,3,1990,2022,"hhd",0
"2513","Illinois",536,1,3,1990,2022,"hhd",0
"2514","Indiana",537,1,3,1990,2022,"hhd",0
"2515","Iowa",538,1,3,1990,2022,"hhd",0
"2516","Kansas",539,1,3,1990,2022,"hhd",0
"2517","Kentucky",540,1,3,1990,2022,"hhd",0
"2518","Louisiana",541,1,3,1990,2022,"hhd",0
"2519","Maine",542,1,3,1990,2022,"hhd",0
"2520","Maryland",543,1,3,1990,2022,"hhd",0
"2521","Massachusetts",544,1,3,1990,2022,"hhd",0
"2522","Michigan",545,1,3,1990,2022,"hhd",0
"2523","Minnesota",546,1,3,1990,2022,"hhd",0
"2524","Mississippi",547,1,3,1990,2022,"hhd",0
"2525","Missouri",548,1,3,1990,2022,"hhd",0
"2526","Montana",549,1,3,1990,2022,"hhd",0
"2527","Nebraska",550,1,3,1990,2022,"hhd",0
"2528","Nevada",551,1,3,1990,2022,"hhd",0
"2529","New Hampshire",552,1,3,1990,2022,"hhd",0
"2530","New Jersey",553,1,3,1990,2022,"hhd",0
"2531","New Mexico",554,1,3,1990,2022,"hhd",0
"2532","New York",555,1,3,1990,2022,"hhd",0
"2533","North Carolina",556,1,3,1990,2022,"hhd",0
"2534","North Dakota",557,1,3,1990,2022,"hhd",0
"2535","Ohio",558,1,3,1990,2022,"hhd",0
"2536","Oklahoma",559,1,3,1990,2022,"hhd",0
"2537","Oregon",560,1,3,1990,2022,"hhd",0
"2538","Pennsylvania",561,1,3,1990,2022,"hhd",0
"2539","Rhode Island",562,1,3,1990,2022,"hhd",0
"2540","South Carolina",563,1,3,1990,2022,"hhd",0
"2541","South Dakota",564,1,3,1990,2022,"hhd",0
"2542","Tennessee",565,1,3,1990,2022,"hhd",0
"2543","Texas",566,1,3,1990,2022,"hhd",0
"2544","Utah",567,1,3,1990,2022,"hhd",0
"2545","Vermont",568,1,3,1990,2022,"hhd",0
"2546","Virginia",569,1,3,1990,2022,"hhd",0
"2547","Washington",570,1,3,1990,2022,"hhd",0
"2548","West Virginia",571,1,3,1990,2022,"hhd",0
"2549","Wisconsin",572,1,3,1990,2022,"hhd",0
"2550","Wyoming",573,1,3,1990,2022,"hhd",0
"2551","Alabama",523,1,6,1990,2022,"hhd",0
"2552","Alaska",524,1,6,1990,2022,"hhd",0
"2553","Arizona",525,1,6,1990,2022,"hhd",0
"2554","Arkansas",526,1,6,1990,2022,"hhd",0
"2555","California",527,1,6,1990,2022,"hhd",0
"2556","Colorado",528,1,6,1990,2022,"hhd",0
"2557","Connecticut",529,1,6,1990,2022,"hhd",0
"2558","Delaware",530,1,6,1990,2022,"hhd",0
"2559","District of Columbia",531,1,6,1990,2022,"hhd",0
"2560","Florida",532,1,6,1990,2022,"hhd",0
"2561","Georgia",533,1,6,1990,2022,"hhd",0
"2562","Hawaii",534,1,6,1990,2022,"hhd",0
"2563","Idaho",535,1,6,1990,2022,"hhd",0
"2564","Illinois",536,1,6,1990,2022,"hhd",0
"2565","Indiana",537,1,6,1990,2022,"hhd",0
"2566","Iowa",538,1,6,1990,2022,"hhd",0
"2567","Kansas",539,1,6,1990,2022,"hhd",0
"2568","Kentucky",540,1,6,1990,2022,"hhd",0
"2569","Louisiana",541,1,6,1990,2022,"hhd",0
"2570","Maine",542,1,6,1990,2022,"hhd",0
"2571","Maryland",543,1,6,1990,2022,"hhd",0
"2572","Massachusetts",544,1,6,1990,2022,"hhd",0
"2573","Michigan",545,1,6,1990,2022,"hhd",0
"2574","Minnesota",546,1,6,1990,2022,"hhd",0
"2575","Mississippi",547,1,6,1990,2022,"hhd",0
"2576","Missouri",548,1,6,1990,2022,"hhd",0
"2577","Montana",549,1,6,1990,2022,"hhd",0
"2578","Nebraska",550,1,6,1990,2022,"hhd",0
"2579","Nevada",551,1,6,1990,2022,"hhd",0
"2580","New Hampshire",552,1,6,1990,2022,"hhd",0
"2581","New Jersey",553,1,6,1990,2022,"hhd",0
"2582","New Mexico",554,1,6,1990,2022,"hhd",0
"2583","New York",555,1,6,1990,2022,"hhd",0
"2584","North Carolina",556,1,6,1990,2022,"hhd",0
"2585","North Dakota",557,1,6,1990,2022,"hhd",0
"2586","Ohio",558,1,6,1990,2022,"hhd",0
"2587","Oklahoma",559,1,6,1990,2022,"hhd",0
"2588","Oregon",560,1,6,1990,2022,"hhd",0
"2589","Pennsylvania",561,1,6,1990,2022,"hhd",0
"2590","Rhode Island",562,1,6,1990,2022,"hhd",0
"2591","South Carolina",563,1,6,1990,2022,"hhd",0
"2592","South Dakota",564,1,6,1990,2022,"hhd",0
"2593","Tennessee",565,1,6,1990,2022,"hhd",0
"2594","Texas",566,1,6,1990,2022,"hhd",0
"2595","Utah",567,1,6,1990,2022,"hhd",0
"2596","Vermont",568,1,6,1990,2022,"hhd",0
"2597","Virginia",569,1,6,1990,2022,"hhd",0
"2598","Washington",570,1,6,1990,2022,"hhd",0
"2599","West Virginia",571,1,6,1990,2022,"hhd",0
"2600","Wisconsin",572,1,6,1990,2022,"hhd",0
"2601","Wyoming",573,1,6,1990,2022,"hhd",0
"2602","Alabama",523,1,7,1990,2022,"hhd",0
"2603","Alaska",524,1,7,1990,2022,"hhd",0
"2604","Arizona",525,1,7,1990,2022,"hhd",0
"2605","Arkansas",526,1,7,1990,2022,"hhd",0
"2606","California",527,1,7,1990,2022,"hhd",0
"2607","Colorado",528,1,7,1990,2022,"hhd",0
"2608","Connecticut",529,1,7,1990,2022,"hhd",0
"2609","Delaware",530,1,7,1990,2022,"hhd",0
"2610","District of Columbia",531,1,7,1990,2022,"hhd",0
"2611","Florida",532,1,7,1990,2022,"hhd",0
"2612","Georgia",533,1,7,1990,2022,"hhd",0
"2613","Hawaii",534,1,7,1990,2022,"hhd",0
"2614","Idaho",535,1,7,1990,2022,"hhd",0
"2615","Illinois",536,1,7,1990,2022,"hhd",0
"2616","Indiana",537,1,7,1990,2022,"hhd",0
"2617","Iowa",538,1,7,1990,2022,"hhd",0
"2618","Kansas",539,1,7,1990,2022,"hhd",0
"2619","Kentucky",540,1,7,1990,2022,"hhd",0
"2620","Louisiana",541,1,7,1990,2022,"hhd",0
"2621","Maine",542,1,7,1990,2022,"hhd",0
"2622","Maryland",543,1,7,1990,2022,"hhd",0
"2623","Massachusetts",544,1,7,1990,2022,"hhd",0
"2624","Michigan",545,1,7,1990,2022,"hhd",0
"2625","Minnesota",546,1,7,1990,2022,"hhd",0
"2626","Mississippi",547,1,7,1990,2022,"hhd",0
"2627","Missouri",548,1,7,1990,2022,"hhd",0
"2628","Montana",549,1,7,1990,2022,"hhd",0
"2629","Nebraska",550,1,7,1990,2022,"hhd",0
"2630","Nevada",551,1,7,1990,2022,"hhd",0
"2631","New Hampshire",552,1,7,1990,2022,"hhd",0
"2632","New Jersey",553,1,7,1990,2022,"hhd",0
"2633","New Mexico",554,1,7,1990,2022,"hhd",0
"2634","New York",555,1,7,1990,2022,"hhd",0
"2635","North Carolina",556,1,7,1990,2022,"hhd",0
"2636","North Dakota",557,1,7,1990,2022,"hhd",0
"2637","Ohio",558,1,7,1990,2022,"hhd",0
"2638","Oklahoma",559,1,7,1990,2022,"hhd",0
"2639","Oregon",560,1,7,1990,2022,"hhd",0
"2640","Pennsylvania",561,1,7,1990,2022,"hhd",0
"2641","Rhode Island",562,1,7,1990,2022,"hhd",0
"2642","South Carolina",563,1,7,1990,2022,"hhd",0
"2643","South Dakota",564,1,7,1990,2022,"hhd",0
"2644","Tennessee",565,1,7,1990,2022,"hhd",0
"2645","Texas",566,1,7,1990,2022,"hhd",0
"2646","Utah",567,1,7,1990,2022,"hhd",0
"2647","Vermont",568,1,7,1990,2022,"hhd",0
"2648","Virginia",569,1,7,1990,2022,"hhd",0
"2649","Washington",570,1,7,1990,2022,"hhd",0
"2650","West Virginia",571,1,7,1990,2022,"hhd",0
"2651","Wisconsin",572,1,7,1990,2022,"hhd",0
"2652","Wyoming",573,1,7,1990,2022,"hhd",0
"2653","Alabama",523,1,8,1990,2022,"hhd",0.06521577790671
"2654","Alaska",524,1,8,1990,2022,"hhd",0.0585289546041578
"2655","Arizona",525,1,8,1990,2022,"hhd",0.0686103167293877
"2656","Arkansas",526,1,8,1990,2022,"hhd",0.0757219632299001
"2657","California",527,1,8,1990,2022,"hhd",0.0665037973400997
"2658","Colorado",528,1,8,1990,2022,"hhd",0.0570234574513398
"2659","Connecticut",529,1,8,1990,2022,"hhd",0.0464178862953717
"2660","Delaware",530,1,8,1990,2022,"hhd",0.0656667662163422
"2661","District of Columbia",531,1,8,1990,2022,"hhd",0.11717786316507
"2662","Florida",532,1,8,1990,2022,"hhd",0.0688680485989074
"2663","Georgia",533,1,8,1990,2022,"hhd",0.0833038780493044
"2664","Hawaii",534,1,8,1990,2022,"hhd",0.0316509999613428
"2665","Idaho",535,1,8,1990,2022,"hhd",0.0469029540182153
"2666","Illinois",536,1,8,1990,2022,"hhd",0.0697687057134014
"2667","Indiana",537,1,8,1990,2022,"hhd",0.0412755435560887
"2668","Iowa",538,1,8,1990,2022,"hhd",0.0585547257896693
"2669","Kansas",539,1,8,1990,2022,"hhd",0.0403437585690229
"2670","Kentucky",540,1,8,1990,2022,"hhd",0.0637149081269579
"2671","Louisiana",541,1,8,1990,2022,"hhd",0.0954413644452257
"2672","Maine",542,1,8,1990,2022,"hhd",0.0359057500460705
"2673","Maryland",543,1,8,1990,2022,"hhd",0.0847200132609529
"2674","Massachusetts",544,1,8,1990,2022,"hhd",0.0473443733745183
"2675","Michigan",545,1,8,1990,2022,"hhd",0.0608867411558533
"2676","Minnesota",546,1,8,1990,2022,"hhd",0.038153786042376
"2677","Mississippi",547,1,8,1990,2022,"hhd",0.0974025387104609
"2678","Missouri",548,1,8,1990,2022,"hhd",0.0602375841461925
"2679","Montana",549,1,8,1990,2022,"hhd",0.0448765054282358
"2680","Nebraska",550,1,8,1990,2022,"hhd",0.0464035483719077
"2681","Nevada",551,1,8,1990,2022,"hhd",0.102774228135742
"2682","New Hampshire",552,1,8,1990,2022,"hhd",0.0517783721182383
"2683","New Jersey",553,1,8,1990,2022,"hhd",0.0541263914124661
"2684","New Mexico",554,1,8,1990,2022,"hhd",0.061205010282947
"2685","New York",555,1,8,1990,2022,"hhd",0.085462037839667
"2686","North Carolina",556,1,8,1990,2022,"hhd",0.057930203942711
"2687","North Dakota",557,1,8,1990,2022,"hhd",0.0478811564161973
"2688","Ohio",558,1,8,1990,2022,"hhd",0.0647575055847855
"2689","Oklahoma",559,1,8,1990,2022,"hhd",0.0898469751214484
"2690","Oregon",560,1,8,1990,2022,"hhd",0.0409795027754368
"2691","Pennsylvania",561,1,8,1990,2022,"hhd",0.0426990573008996
"2692","Rhode Island",562,1,8,1990,2022,"hhd",0.0644748749537816
"2693","South Carolina",563,1,8,1990,2022,"hhd",0.0539112608857607
"2694","South Dakota",564,1,8,1990,2022,"hhd",0.0445969733478088
"2695","Tennessee",565,1,8,1990,2022,"hhd",0.0849949742134196
"2696","Texas",566,1,8,1990,2022,"hhd",0.0782295172079646
"2697","Utah",567,1,8,1990,2022,"hhd",0.0545348734157308
"2698","Vermont",568,1,8,1990,2022,"hhd",0.0558597555068826
"2699","Virginia",569,1,8,1990,2022,"hhd",0.0494255259746117
"2700","Washington",570,1,8,1990,2022,"hhd",0.0525552544229453
"2701","West Virginia",571,1,8,1990,2022,"hhd",0.0494286807611072
"2702","Wisconsin",572,1,8,1990,2022,"hhd",0.0456080666808777
"2703","Wyoming",573,1,8,1990,2022,"hhd",0.0504878120885542
"2704","Alabama",523,1,9,1990,2022,"hhd",0.166386386880447
"2705","Alaska",524,1,9,1990,2022,"hhd",0.148290099956105
"2706","Arizona",525,1,9,1990,2022,"hhd",0.172501821594004
"2707","Arkansas",526,1,9,1990,2022,"hhd",0.184436306199759
"2708","California",527,1,9,1990,2022,"hhd",0.160340683580589
"2709","Colorado",528,1,9,1990,2022,"hhd",0.152618095694542
"2710","Connecticut",529,1,9,1990,2022,"hhd",0.123635444630289
"2711","Delaware",530,1,9,1990,2022,"hhd",0.161290095828611
"2712","District of Columbia",531,1,9,1990,2022,"hhd",0.268542903688442
"2713","Florida",532,1,9,1990,2022,"hhd",0.173767926475509
"2714","Georgia",533,1,9,1990,2022,"hhd",0.203774093747297
"2715","Hawaii",534,1,9,1990,2022,"hhd",0.0886007523424908
"2716","Idaho",535,1,9,1990,2022,"hhd",0.125345989260488
"2717","Illinois",536,1,9,1990,2022,"hhd",0.160388532688899
"2718","Indiana",537,1,9,1990,2022,"hhd",0.103737610822905
"2719","Iowa",538,1,9,1990,2022,"hhd",0.145082183144943
"2720","Kansas",539,1,9,1990,2022,"hhd",0.107852878270108
"2721","Kentucky",540,1,9,1990,2022,"hhd",0.15783611702154
"2722","Louisiana",541,1,9,1990,2022,"hhd",0.225190797296572
"2723","Maine",542,1,9,1990,2022,"hhd",0.0932475752612803
"2724","Maryland",543,1,9,1990,2022,"hhd",0.20566397169539
"2725","Massachusetts",544,1,9,1990,2022,"hhd",0.123981853846423
"2726","Michigan",545,1,9,1990,2022,"hhd",0.156606586844441
"2727","Minnesota",546,1,9,1990,2022,"hhd",0.10143818303725
"2728","Mississippi",547,1,9,1990,2022,"hhd",0.238188030199166
"2729","Missouri",548,1,9,1990,2022,"hhd",0.154818212679408
"2730","Montana",549,1,9,1990,2022,"hhd",0.114193117257907
"2731","Nebraska",550,1,9,1990,2022,"hhd",0.121605363412841
"2732","Nevada",551,1,9,1990,2022,"hhd",0.228791120987857
"2733","New Hampshire",552,1,9,1990,2022,"hhd",0.135658291837317
"2734","New Jersey",553,1,9,1990,2022,"hhd",0.142601579127197
"2735","New Mexico",554,1,9,1990,2022,"hhd",0.153398826965278
"2736","New York",555,1,9,1990,2022,"hhd",0.215234568877578
"2737","North Carolina",556,1,9,1990,2022,"hhd",0.144426116178609
"2738","North Dakota",557,1,9,1990,2022,"hhd",0.126294252354585
"2739","Ohio",558,1,9,1990,2022,"hhd",0.170744694403374
"2740","Oklahoma",559,1,9,1990,2022,"hhd",0.214321999391556
"2741","Oregon",560,1,9,1990,2022,"hhd",0.110007415996783
"2742","Pennsylvania",561,1,9,1990,2022,"hhd",0.118015323720161
"2743","Rhode Island",562,1,9,1990,2022,"hhd",0.158243947011628
"2744","South Carolina",563,1,9,1990,2022,"hhd",0.135924850704799
"2745","South Dakota",564,1,9,1990,2022,"hhd",0.113014930841492
"2746","Tennessee",565,1,9,1990,2022,"hhd",0.213601191453763
"2747","Texas",566,1,9,1990,2022,"hhd",0.209151798168711
"2748","Utah",567,1,9,1990,2022,"hhd",0.140048051856508
"2749","Vermont",568,1,9,1990,2022,"hhd",0.156009019940028
"2750","Virginia",569,1,9,1990,2022,"hhd",0.129780209902529
"2751","Washington",570,1,9,1990,2022,"hhd",0.134604036409138
"2752","West Virginia",571,1,9,1990,2022,"hhd",0.129149413394699
"2753","Wisconsin",572,1,9,1990,2022,"hhd",0.12255566707856
"2754","Wyoming",573,1,9,1990,2022,"hhd",0.13190423161802
"2755","Alabama",523,1,10,1990,2022,"hhd",0.230121692029394
"2756","Alaska",524,1,10,1990,2022,"hhd",0.204046026714523
"2757","Arizona",525,1,10,1990,2022,"hhd",0.217470730199359
"2758","Arkansas",526,1,10,1990,2022,"hhd",0.248997877704934
"2759","California",527,1,10,1990,2022,"hhd",0.204688931032482
"2760","Colorado",528,1,10,1990,2022,"hhd",0.181182564520684
"2761","Connecticut",529,1,10,1990,2022,"hhd",0.170727882537791
"2762","Delaware",530,1,10,1990,2022,"hhd",0.223690917543249
"2763","District of Columbia",531,1,10,1990,2022,"hhd",0.361864004254876
"2764","Florida",532,1,10,1990,2022,"hhd",0.284917894478934
"2765","Georgia",533,1,10,1990,2022,"hhd",0.307147563170064
"2766","Hawaii",534,1,10,1990,2022,"hhd",0.135286844805726
"2767","Idaho",535,1,10,1990,2022,"hhd",0.17908129112481
"2768","Illinois",536,1,10,1990,2022,"hhd",0.216009453758257
"2769","Indiana",537,1,10,1990,2022,"hhd",0.160559994399052
"2770","Iowa",538,1,10,1990,2022,"hhd",0.200634413630423
"2771","Kansas",539,1,10,1990,2022,"hhd",0.15300143835871
"2772","Kentucky",540,1,10,1990,2022,"hhd",0.227979241184147
"2773","Louisiana",541,1,10,1990,2022,"hhd",0.301194902269811
"2774","Maine",542,1,10,1990,2022,"hhd",0.136605960734969
"2775","Maryland",543,1,10,1990,2022,"hhd",0.281371295674963
"2776","Massachusetts",544,1,10,1990,2022,"hhd",0.178009771380698
"2777","Michigan",545,1,10,1990,2022,"hhd",0.221655499304327
"2778","Minnesota",546,1,10,1990,2022,"hhd",0.143067829327207
"2779","Mississippi",547,1,10,1990,2022,"hhd",0.327827048141929
"2780","Missouri",548,1,10,1990,2022,"hhd",0.219389139598783
"2781","Montana",549,1,10,1990,2022,"hhd",0.166304256677384
"2782","Nebraska",550,1,10,1990,2022,"hhd",0.172131885711024
"2783","Nevada",551,1,10,1990,2022,"hhd",0.312044756416288
"2784","New Hampshire",552,1,10,1990,2022,"hhd",0.190445491123336
"2785","New Jersey",553,1,10,1990,2022,"hhd",0.185318082849692
"2786","New Mexico",554,1,10,1990,2022,"hhd",0.211592031917894
"2787","New York",555,1,10,1990,2022,"hhd",0.271709643489793
"2788","North Carolina",556,1,10,1990,2022,"hhd",0.179284707587911
"2789","North Dakota",557,1,10,1990,2022,"hhd",0.166240350492043
"2790","Ohio",558,1,10,1990,2022,"hhd",0.237766377906078
"2791","Oklahoma",559,1,10,1990,2022,"hhd",0.289948998654861
"2792","Oregon",560,1,10,1990,2022,"hhd",0.154179913092023
"2793","Pennsylvania",561,1,10,1990,2022,"hhd",0.155391345952439
"2794","Rhode Island",562,1,10,1990,2022,"hhd",0.209249372812301
"2795","South Carolina",563,1,10,1990,2022,"hhd",0.169072158887743
"2796","South Dakota",564,1,10,1990,2022,"hhd",0.149168907723576
"2797","Tennessee",565,1,10,1990,2022,"hhd",0.279177770753954
"2798","Texas",566,1,10,1990,2022,"hhd",0.268127565897105
"2799","Utah",567,1,10,1990,2022,"hhd",0.197660663452712
"2800","Vermont",568,1,10,1990,2022,"hhd",0.206255460641481
"2801","Virginia",569,1,10,1990,2022,"hhd",0.187680757018939
"2802","Washington",570,1,10,1990,2022,"hhd",0.17556057899278
"2803","West Virginia",571,1,10,1990,2022,"hhd",0.175910150930215
"2804","Wisconsin",572,1,10,1990,2022,"hhd",0.186541337108204
"2805","Wyoming",573,1,10,1990,2022,"hhd",0.183724198946273
"2806","Alabama",523,1,11,1990,2022,"hhd",0.309663709078392
"2807","Alaska",524,1,11,1990,2022,"hhd",0.263717135744903
"2808","Arizona",525,1,11,1990,2022,"hhd",0.261821881267756
"2809","Arkansas",526,1,11,1990,2022,"hhd",0.322082238447361
"2810","California",527,1,11,1990,2022,"hhd",0.263518688877671
"2811","Colorado",528,1,11,1990,2022,"hhd",0.250279470244499
"2812","Connecticut",529,1,11,1990,2022,"hhd",0.225135617141679
"2813","Delaware",530,1,11,1990,2022,"hhd",0.28994071432542
"2814","District of Columbia",531,1,11,1990,2022,"hhd",0.472232671578042
"2815","Florida",532,1,11,1990,2022,"hhd",0.353802705782316
"2816","Georgia",533,1,11,1990,2022,"hhd",0.377525036571515
"2817","Hawaii",534,1,11,1990,2022,"hhd",0.187543779274873
"2818","Idaho",535,1,11,1990,2022,"hhd",0.228931676032437
"2819","Illinois",536,1,11,1990,2022,"hhd",0.292320968677089
"2820","Indiana",537,1,11,1990,2022,"hhd",0.189193316283922
"2821","Iowa",538,1,11,1990,2022,"hhd",0.241552368607032
"2822","Kansas",539,1,11,1990,2022,"hhd",0.193987978196757
"2823","Kentucky",540,1,11,1990,2022,"hhd",0.287967968078901
"2824","Louisiana",541,1,11,1990,2022,"hhd",0.38371189161838
"2825","Maine",542,1,11,1990,2022,"hhd",0.18196838014514
"2826","Maryland",543,1,11,1990,2022,"hhd",0.377512481876125
"2827","Massachusetts",544,1,11,1990,2022,"hhd",0.224102490661251
"2828","Michigan",545,1,11,1990,2022,"hhd",0.284996985664134
"2829","Minnesota",546,1,11,1990,2022,"hhd",0.171956372333229
"2830","Mississippi",547,1,11,1990,2022,"hhd",0.39858508050824
"2831","Missouri",548,1,11,1990,2022,"hhd",0.286353982754265
"2832","Montana",549,1,11,1990,2022,"hhd",0.23420530782758
"2833","Nebraska",550,1,11,1990,2022,"hhd",0.22818859701055
"2834","Nevada",551,1,11,1990,2022,"hhd",0.375030137474463
"2835","New Hampshire",552,1,11,1990,2022,"hhd",0.223478802712567
"2836","New Jersey",553,1,11,1990,2022,"hhd",0.236349267641773
"2837","New Mexico",554,1,11,1990,2022,"hhd",0.264185087824408
"2838","New York",555,1,11,1990,2022,"hhd",0.326568232033767
"2839","North Carolina",556,1,11,1990,2022,"hhd",0.24576877252404
"2840","North Dakota",557,1,11,1990,2022,"hhd",0.238930550341492
"2841","Ohio",558,1,11,1990,2022,"hhd",0.297824720997201
"2842","Oklahoma",559,1,11,1990,2022,"hhd",0.359598549903991
"2843","Oregon",560,1,11,1990,2022,"hhd",0.194311227642617
"2844","Pennsylvania",561,1,11,1990,2022,"hhd",0.229430696192884
"2845","Rhode Island",562,1,11,1990,2022,"hhd",0.266798141095949
"2846","South Carolina",563,1,11,1990,2022,"hhd",0.235305313483237
"2847","South Dakota",564,1,11,1990,2022,"hhd",0.206865953559007
"2848","Tennessee",565,1,11,1990,2022,"hhd",0.35698844439523
"2849","Texas",566,1,11,1990,2022,"hhd",0.357254612101794
"2850","Utah",567,1,11,1990,2022,"hhd",0.263753448538049
"2851","Vermont",568,1,11,1990,2022,"hhd",0.270889867348495
