,state,year,sex,age_group,percent_on_BP_meds_among_high_BP_group,percent_on_chol_meds_among_high_chol_group,percent_high_BP,percent_high_chol,sbp_average,ldl_average,sbp_rr,ldl_rr,both_rr
22,Michigan,2021,female,25-29,0.398491644775348,0.0584862968425836,0.107464553532901,0.161146012234766,0.29829591842635467,0.11624693748981142,1.335893722172167,0.5031211841405258,0.9195074531563463
23,Minnesota,2021,female,25-29,0.251272067643713,0.18466829773244,0.0334853690492509,0.0764491957055695,0.29829591842635467,0.11624693748981142,0.8423583834780118,1.5885863466177372,1.2154723650478745
24,Mississippi,2021,female,25-29,0.52877286305065,0.0,0.124283501082193,0.054343976656338,0.29829591842635467,0.11624693748981142,1.772645317576469,0.33,1.0513226587882345
25,Missouri,2021,female,25-29,0.392001157411162,0.0713444670824287,0.0589371702966866,0.112174145929212,0.29829591842635467,0.11624693748981142,1.3141351697976447,0.6137320141331186,0.9639335919653816
26,Montana,2021,female,25-29,0.0835965966302847,0.0,0.0917959035193028,0.0394918320593895,0.29829591842635467,0.11624693748981142,0.33,0.33,0.33
27,Nebraska,2021,female,25-29,0.301417284611622,0.0420117684791647,0.0729303195873739,0.102532354072259,0.29829591842635467,0.11624693748981142,1.0104639922722842,0.3614010776227706,0.6859325349475274
28,Nevada,2021,female,25-29,0.0,0.20870291678753,0.0424594107410948,0.228834766039055,0.29829591842635467,0.11624693748981142,0.33,1.7953412046302035,1.0626706023151018
29,New Hampshire,2021,female,25-29,0.180974802310244,0.157380150621117,0.0694713912751596,0.133666775160013,0.29829591842635467,0.11624693748981142,0.6066955366502083,1.3538434131644175,0.9802694749073129
30,New Jersey,2021,female,25-29,0.127219067296583,0.145847482345244,0.0529353067172704,0.146136927554886,0.29829591842635467,0.11624693748981142,0.42648611475383535,1.2546350509924353,0.8405605828731353
31,New Mexico,2021,female,25-29,0.0716458737340895,0.0,0.0810400181660973,0.0925512901721943,0.29829591842635467,0.11624693748981142,0.33,0.33,0.33
32,New York,2021,female,25-29,0.262467120075709,0.0639653709998452,0.0664939663338465,0.133744619256209,0.29829591842635467,0.11624693748981142,0.8798884056487976,0.5502542465297334,0.7150713260892655
33,North Carolina,2021,female,25-29,0.459818063458287,0.0,0.0759252373487146,0.0900331871229138,0.29829591842635467,0.11624693748981142,1.5414829203296996,0.33,0.9357414601648498
34,North Dakota,2021,female,25-29,0.677030534766577,0.171685121690236,0.0366622137445854,0.098770238371521,0.29829591842635467,0.11624693748981142,2.269660739369878,1.4769001695660458,1.873280454467962
35,Ohio,2021,female,25-29,0.0933041415124937,0.180989640475129,0.0836226555248357,0.139545650201787,0.29829591842635467,0.11624693748981142,0.33,1.5569411494474168,0.9434705747237084
36,Oklahoma,2021,female,25-29,0.283070247367021,0.200015378501336,0.109527127203954,0.0908241963230965,0.29829591842635467,0.11624693748981142,0.9489578297294313,1.7206077236991,1.3347827767142657
37,Oregon,2021,female,25-29,0.111298971957345,0.0,0.0813872149392789,0.0612468995240549,0.29829591842635467,0.11624693748981142,0.37311597337468516,0.33,0.3515579866873426
38,Pennsylvania,2021,female,25-29,0.253609570638461,0.0,0.0873866551044171,0.0707183189619917,0.29829591842635467,0.11624693748981142,0.850194571807639,0.33,0.5900972859038195
39,Rhode Island,2021,female,25-29,0.184890966904788,0.0939706190216034,0.0732936485406131,0.114056238794955,0.29829591842635467,0.11624693748981142,0.6198239918272136,0.8083707067968097,0.7140973493120116
40,South Carolina,2021,female,25-29,0.251137107105342,0.0,0.0985279978606163,0.0748677517572348,0.29829591842635467,0.11624693748981142,0.8419059450434433,0.33,0.5859529725217216
41,South Dakota,2021,female,25-29,0.254187906555921,0.0,0.12090008432647,0.0833840592839341,0.29829591842635467,0.11624693748981142,0.8521333711063721,0.33,0.5910666855531861
42,Tennessee,2021,female,25-29,0.536231270456523,0.113624684015866,0.108953755655236,0.146583233659755,0.29829591842635467,0.11624693748981142,1.797648701616115,0.9774423866076021,1.3875455441118585
43,Texas,2021,female,25-29,0.334675737354247,0.282392481838984,0.0508263788399486,0.206855717344618,0.29829591842635467,0.11624693748981142,1.1219588223660997,2.429246635970385,1.7756027291682424
44,Utah,2021,female,25-29,0.136666615285167,0.0319224683134214,0.0617050916223963,0.145043857421178,0.29829591842635467,0.11624693748981142,0.45815784542458693,0.33,0.3940789227122935
45,Vermont,2021,female,25-29,0.481421940681773,0.536410595576167,0.125647369274464,0.105085640784706,0.29829591842635467,0.11624693748981142,1.6139072342038423,4.614406255848084,3.114156745025963
46,Virginia,2021,female,25-29,0.49878689298197,0.0285320591282702,0.0904397199728106,0.175728822883438,0.29829591842635467,0.11624693748981142,1.6721210790053564,0.33,1.0010605395026781
47,Washington,2021,female,25-29,0.267749997423968,0.0,0.0728088989978844,0.100812711533361,0.29829591842635467,0.11624693748981142,0.8975985955036523,0.33,0.6137992977518262
48,West Virginia,2021,female,25-29,0.342439691953981,0.19757270276964,0.13302396534179,0.128740268200276,0.29829591842635467,0.11624693748981142,1.14798651540559,1.6995949057751003,1.4237907105903451
49,Wisconsin,2021,female,25-29,0.119213318060496,0.386081627414112,0.110873069378372,0.0953024089049461,0.29829591842635467,0.11624693748981142,0.3996478352415948,3.3212197736215674,1.8604338044315811
50,Wyoming,2021,female,25-29,0.0,0.0,0.068169570681362,0.0592879644992497,0.29829591842635467,0.11624693748981142,0.33,0.33,0.33
51,Alabama,2021,female,30-34,0.502347010435792,0.232783117616551,0.178995307374336,0.145891132438855,0.42754681934254835,0.13380664617924376,1.1749520466747154,1.739697722523596,1.4573248845991555
52,Alaska,2021,female,30-34,0.325702710125206,0.138771444174959,0.0344576913361415,0.142478427860426,0.42754681934254835,0.13380664617924376,0.7617942536119177,1.0371042705088396,0.8994492620603787
53,Arizona,2021,female,30-34,0.321478724185844,0.0841922385688548,0.0569809796875268,0.15778433837289,0.42754681934254835,0.13380664617924376,0.7519146667496943,0.6292081968490052,0.6905614317993498
54,Arkansas,2021,female,30-34,0.51678953206875,0.157359966482818,0.17711431860425,0.0900456622467747,0.42754681934254835,0.13380664617924376,1.208732023462209,1.1760250404305244,1.1923785319463667
55,California,2021,female,30-34,0.584809682148582,0.132068165187012,0.0835119231081504,0.171072441139944,0.42754681934254835,0.13380664617924376,1.3678260618284133,0.9870075138875917,1.1774167878580024
56,Colorado,2021,female,30-34,0.242024443167022,0.0895019914275862,0.073839768679724,0.143687688133599,0.42754681934254835,0.13380664617924376,0.5660770521908929,0.668890477291328,0.6174837647411104
57,Connecticut,2021,female,30-34,0.573873866326076,0.156493032705733,0.14297632174836,0.140465230557806,0.42754681934254835,0.13380664617924376,1.3422480073844056,1.1695460365705541,1.2558970219774799
58,Delaware,2021,female,30-34,0.245527001684203,0.191030817329655,0.104109984462308,0.169754334973808,0.42754681934254835,0.13380664617924376,0.5742692743259259,1.4276631451755788,1.0009662097507523
59,District of Columbia,2021,female,30-34,0.511519912797814,0.077181590118181,0.0978078536803768,0.173097258989094,0.42754681934254835,0.13380664617924376,1.1964067785240307,0.576814323668128,0.8866105510960793
60,Florida,2019,female,30-34,0.461972364593085,0.278023146791362,0.0875285461211603,0.107163033060175,0.42754681934254835,0.13380664617924376,1.0805187728994776,2.077797738229906,1.5791582555646917
61,Georgia,2021,female,30-34,0.54286774130586,0.23778607927248,0.101676208970026,0.179799437419614,0.42754681934254835,0.13380664617924376,1.2697270023915606,1.7770872080146767,1.5234071052031186
62,Hawaii,2021,female,30-34,0.453695907040146,0.201848916847973,0.0893918094746215,0.11601819729748,0.42754681934254835,0.13380664617924376,1.06116075834176,1.5085118909383741,1.2848363246400671
63,Idaho,2021,female,30-34,0.367276075775361,0.0729969971571612,0.0623466805093597,0.110746384033455,0.42754681934254835,0.13380664617924376,0.859031243268591,0.5455408923363672,0.7022860678024792
64,Illinois,2021,female,30-34,0.473173179310382,0.0849913975692133,0.116241420970894,0.0941193595248216,0.42754681934254835,0.13380664617924376,1.106716639917927,0.6351806879260775,0.8709486639220022
65,Indiana,2021,female,30-34,0.421058381682652,0.079350316894963,0.153737029396165,0.106866843146436,0.42754681934254835,0.13380664617924376,0.98482403010301,0.5930222388854097,0.7889231344942098
66,Iowa,2021,female,30-34,0.195072140050915,0.101175414635691,0.112085591488697,0.115186675950355,0.42754681934254835,0.13380664617924376,0.45625913052255496,0.7561314592711573,0.6061952948968561
67,Kansas,2021,female,30-34,0.494808628538792,0.178145788941337,0.126449567311487,0.166886687159636,0.42754681934254835,0.13380664617924376,1.157320335816494,1.3313672678313582,1.2443438018239261
68,Kentucky,2021,female,30-34,0.394133094448103,0.0841219227484711,0.159246923597747,0.110943299846353,0.42754681934254835,0.13380664617924376,0.9218477991584019,0.6286826936517312,0.7752652464050666
69,Louisiana,2021,female,30-34,0.385182572302212,0.178062509661006,0.162898328018671,0.132769591566463,0.42754681934254835,0.13380664617924376,0.9009131979850039,1.330744882600811,1.1158290402929074
70,Maine,2021,female,30-34,0.462851615437943,0.0932972260948479,0.0728521624044799,0.0808685439731376,0.42754681934254835,0.13380664617924376,1.0825752747960653,0.6972540509674644,0.8899146628817649
71,Maryland,2021,female,30-34,0.474366002142328,0.0970643142579444,0.131086938512288,0.192754613763625,0.42754681934254835,0.13380664617924376,1.10950656321517,0.7254072725798663,0.917456917897518
72,Massachusetts,2021,female,30-34,0.506032717067874,0.397460775399584,0.127218456943261,0.142444099307568,0.42754681934254835,0.13380664617924376,1.1835726385381975,2.9704113117606754,2.0769919751494363
73,Michigan,2021,female,30-34,0.489603165118005,0.191067403404889,0.12415972007861,0.201294688484093,0.42754681934254835,0.13380664617924376,1.1451451466084641,1.427936570123283,1.2865408583658735
74,Minnesota,2021,female,30-34,0.553497572548437,0.0,0.104447847639755,0.120886654978209,0.42754681934254835,0.13380664617924376,1.2945893818121883,0.33,0.8122946909060942
75,Mississippi,2021,female,30-34,0.59760237371878,0.162556269322323,0.189590974678892,0.227909861439547,0.42754681934254835,0.13380664617924376,1.3977472096219339,1.214859455520371,1.3063033325711524
76,Missouri,2021,female,30-34,0.550532883933039,0.0426283729356626,0.128092418908741,0.168972551624699,0.42754681934254835,0.13380664617924376,1.2876551971070913,0.33,0.8088275985535457
77,Montana,2021,female,30-34,0.342039075515106,0.070181155858425,0.0979488626154964,0.11690174150047,0.42754681934254835,0.13380664617924376,0.8000037891547639,0.5244967859400065,0.6622502875473852
78,Nebraska,2021,female,30-34,0.629970517407509,0.190754466737882,0.0674253759415135,0.122766109566459,0.42754681934254835,0.13380664617924376,1.4734538743060552,1.4255978472276516,1.4495258607668533
79,Nevada,2021,female,30-34,0.166843063637939,0.0595422311928901,0.143959277759281,0.187876849575711,0.42754681934254835,0.13380664617924376,0.390233434304338,0.44498709812313014,0.4176102662137341
80,New Hampshire,2021,female,30-34,0.302298233548422,0.204785829948613,0.052490764089051,0.11476451267187,0.42754681934254835,0.13380664617924376,0.7070529351926302,1.5304608238539021,1.118756879523266
81,New Jersey,2021,female,30-34,0.451357738068127,0.231161422561914,0.0691162878746618,0.21231227096724,0.42754681934254835,0.13380664617924376,1.0556919561749831,1.7275780326506085,1.391634994412796
82,New Mexico,2021,female,30-34,0.500928361751114,0.184029966843716,0.123561977312365,0.184350689322353,0.42754681934254835,0.13380664617924376,1.17163393361552,1.3753424967934287,1.2734882152044742
83,New York,2021,female,30-34,0.40544736826682,0.0568261553191529,0.0732496654189609,0.154841632089524,0.42754681934254835,0.13380664617924376,0.9483110385203862,0.424688585670327,0.6864998120953566
84,North Carolina,2021,female,30-34,0.3997935932328,0.0206337503726933,0.129822098123972,0.15425552464646,0.42754681934254835,0.13380664617924376,0.9350872820141071,0.33,0.6325436410070535
85,North Dakota,2021,female,30-34,0.366162122707408,0.068778995997319,0.104765468231234,0.165588659858265,0.42754681934254835,0.13380664617924376,0.8564257904443461,0.5140177858219727,0.6852217881331594
86,Ohio,2021,female,30-34,0.410081628720458,0.14984465613459,0.106411795179444,0.0888306496581821,0.42754681934254835,0.13380664617924376,0.9591502267542369,1.1198595915322633,1.03950490914325
87,Oklahoma,2021,female,30-34,0.527086856350785,0.350984290593063,0.15763407864699,0.136824415474498,0.42754681934254835,0.13380664617924376,1.2328166939969343,2.6230706815780582,1.9279436877874963
88,Oregon,2021,female,30-34,0.29174939279538,0.0607209564032639,0.0831235687529474,0.13053260135408,0.42754681934254835,0.13380664617924376,0.6823799864632646,0.45379626600851913,0.5680881262358919
89,Pennsylvania,2021,female,30-34,0.610073945664151,0.196554348469204,0.0933183771879304,0.11808562377465,0.42754681934254835,0.13380664617924376,1.4269172826552192,1.468943091256507,1.4479301869558632
90,Rhode Island,2021,female,30-34,0.518193437532633,0.248478297751175,0.121745327405766,0.148065652838687,0.42754681934254835,0.13380664617924376,1.2120156532317905,1.856995185562907,1.5345054193973486
91,South Carolina,2021,female,30-34,0.494236423695831,0.209228910012597,0.136380254995509,0.0940520976995224,0.42754681934254835,0.13380664617924376,1.1559819915298009,1.5636660508800109,1.359824021204906
92,South Dakota,2021,female,30-34,0.30683100570505,0.0104342949566366,0.0304188091432561,0.0976988751969673,0.42754681934254835,0.13380664617924376,0.717654749898206,0.33,0.523827374949103
93,Tennessee,2021,female,30-34,0.699772907019799,0.117693118723184,0.113850948144478,0.137088628097247,0.42754681934254835,0.13380664617924376,1.6367164375023557,0.8795760306668585,1.2581462340846072
94,Texas,2021,female,30-34,0.427649096564593,0.041412427027674,0.0534379109520648,0.1456664976774,0.42754681934254835,0.13380664617924376,1.0002392187648639,0.33,0.665119609382432
95,Utah,2021,female,30-34,0.331324539444173,0.0457001247769066,0.100345661155086,0.141015536739724,0.42754681934254835,0.13380664617924376,0.7749432914824644,0.3415385265369252,0.5582409090096948
96,Vermont,2021,female,30-34,0.236162475415743,0.206589377880423,0.0986137224357767,0.121555568572571,0.42754681934254835,0.13380664617924376,0.5523663485063395,1.5439395858086262,1.048152967157483
97,Virginia,2021,female,30-34,0.430845946980915,0.0505449102120647,0.0977935444095112,0.16074891110335,0.42754681934254835,0.13380664617924376,1.007716412540362,0.3777458867353727,0.6927311496378673
98,Washington,2021,female,30-34,0.218559057708443,0.0652237357843762,0.131720751067526,0.111721640304163,0.42754681934254835,0.13380664617924376,0.5111932724573366,0.4874476541098283,0.4993204632835825
99,West Virginia,2021,female,30-34,0.619904638760049,0.0960724942062511,0.144747093263079,0.165917515831607,0.42754681934254835,0.13380664617924376,1.4499105377822599,0.7179949348521522,1.083952736317206
100,Wisconsin,2021,female,30-34,0.128925620014989,0.0871837744241935,0.069959845171808,0.122455029154523,0.42754681934254835,0.13380664617924376,0.33,0.6515653513010443,0.49078267565052214
101,Wyoming,2021,female,30-34,0.340851442008527,0.0608200474069653,0.0918339090140026,0.137063204690427,0.42754681934254835,0.13380664617924376,0.7972260033010293,0.4545368196845201,0.6258814114927747
102,Alabama,2021,female,35-39,0.557701018119518,0.293663258123271,0.229077382312008,0.185504027087131,0.5559441323907574,0.19021187268364595,1.0031601839580633,1.5438744910086761,1.2735173374833697
103,Alaska,2021,female,35-39,0.375259607194096,0.265144125596672,0.12862843446522,0.163769002273685,0.5559441323907574,0.19021187268364595,0.6749951754690644,1.393940987257146,1.034468081363105
104,Arizona,2021,female,35-39,0.455503936750359,0.180345482514913,0.165363175385672,0.216946718275931,0.5559441323907574,0.19021187268364595,0.8193340125590142,0.9481294725217159,0.883731742540365
105,Arkansas,2021,female,35-39,0.686399183689466,0.417229005905658,0.335441382210476,0.178060582501156,0.5559441323907574,0.19021187268364595,1.234654965666614,2.193496126288496,1.714075545977555
106,California,2021,female,35-39,0.628862321193499,0.304427209341922,0.114485213794198,0.228079189549253,0.5559441323907574,0.19021187268364595,1.131161000817056,1.600463762050412,1.365812381433734
107,Colorado,2021,female,35-39,0.263118754943742,0.166514699795306,0.0648474070069737,0.16816328472883,0.5559441323907574,0.19021187268364595,0.4732827268312696,0.8754169623903956,0.6743498446108326
108,Connecticut,2021,female,35-39,0.68069738655429,0.257028971808904,0.15202306857121,0.181134266290511,0.5559441323907574,0.19021187268364595,1.2243989043054548,1.3512772267185762,1.2878380655120156
109,Delaware,2021,female,35-39,0.530318024468803,0.0254963630453697,0.227341195040981,0.200120213882322,0.5559441323907574,0.19021187268364595,0.9539052461768902,0.33,0.6419526230884451
110,District of Columbia,2021,female,35-39,0.534685226184446,0.119584800443193,0.159692514531742,0.19407561127556,0.5559441323907574,0.19021187268364595,0.9617607148493672,0.6286926192145874,0.7952266670319773
111,Florida,2019,female,35-39,0.407428296130924,0.184303701813913,0.106167755533273,0.216721819692035,0.5559441323907574,0.19021187268364595,0.7328583438390429,0.968939000566178,0.8508986722026104
112,Georgia,2021,female,35-39,0.7477789802404,0.173807513759263,0.187852072236184,0.237411325652706,0.5559441323907574,0.19021187268364595,1.345061376985282,0.9137574395702096,1.1294094082777457
113,Hawaii,2021,female,35-39,0.644772756774387,0.51960720670941,0.106411430380781,0.092326565226922,0.5559441323907574,0.19021187268364595,1.1597797678008308,2.7317285686661807,1.9457541682335058
114,Idaho,2021,female,35-39,0.513765861362905,0.0842202796040906,0.14565664971159,0.166200018301994,0.5559441323907574,0.19021187268364595,0.9241321770112569,0.442770887094745,0.683451532053001
115,Illinois,2021,female,35-39,0.858243457751859,0.30690020084538,0.0738501785530776,0.156526196036424,0.5559441323907574,0.19021187268364595,1.5437584601551726,1.6134650088630702,1.5786117345091215
116,Indiana,2021,female,35-39,0.524185124257041,0.249791964165047,0.124779401328842,0.229379747771298,0.5559441323907574,0.19021187268364595,0.9428737416525266,1.313230139847751,1.1280519407501388
117,Iowa,2021,female,35-39,0.610042630925968,0.169472154878364,0.0736823391340075,0.212116959028444,0.5559441323907574,0.19021187268364595,1.0973092355567597,0.8909651773431854,0.9941372064499725
118,Kansas,2021,female,35-39,0.725546673373704,0.217127190245214,0.144103112846322,0.180432506994723,0.5559441323907574,0.19021187268364595,1.3050711952900653,1.1415017747411211,1.2232864850155933
119,Kentucky,2021,female,35-39,0.521472681679483,0.272411950849593,0.167352829034474,0.23579109091813,0.5559441323907574,0.19021187268364595,0.9379947575612771,1.4321500914018102,1.1850724244815436
120,Louisiana,2021,female,35-39,0.611099299685522,0.161041061595603,0.137634248921729,0.221878041614436,0.5559441323907574,0.19021187268364595,1.0992099099195054,0.846640429556367,0.9729251697379362
121,Maine,2021,female,35-39,0.578798800425554,0.076062544757724,0.103179770783437,0.160530074616794,0.5559441323907574,0.19021187268364595,1.0411096487996256,0.399883265353413,0.7204964570765193
122,Maryland,2021,female,35-39,0.522300026903794,0.128081110653239,0.171958464396126,0.29579969335731,0.5559441323907574,0.19021187268364595,0.9394829380745835,0.6733602316520968,0.8064215848633401
123,Massachusetts,2021,female,35-39,0.428032136135406,0.154625764035323,0.0698628891870166,0.184922322161556,0.5559441323907574,0.19021187268364595,0.7699193339710516,0.8129133153138732,0.7914163246424624
124,Michigan,2021,female,35-39,0.559922827464901,0.264682040790634,0.163431345347267,0.117280086093581,0.5559441323907574,0.19021187268364595,1.007156645501471,1.391511670939933,1.1993341582207022
125,Minnesota,2021,female,35-39,0.530666575209213,0.160699460485968,0.0957702059520652,0.150048057623457,0.5559441323907574,0.19021187268364595,0.9545321989948129,0.8448445316199478,0.8996883653073804
126,Mississippi,2021,female,35-39,0.760862063224951,0.308433135578274,0.20630552417907,0.269448847292574,0.5559441323907574,0.19021187268364595,1.3685944664133314,1.6215240995563391,1.4950592829848353
127,Missouri,2021,female,35-39,0.562487696636617,0.222807191203446,0.114349695661072,0.162394302242235,0.5559441323907574,0.19021187268364595,1.0117701831256318,1.1713632175527313,1.0915667003391816
128,Montana,2021,female,35-39,0.53721956669381,0.209806962459406,0.103429809791249,0.148317468528882,0.5559441323907574,0.19021187268364595,0.9663193392896782,1.1030171750022668,1.0346682571459724
129,Nebraska,2021,female,35-39,0.327218978317431,0.196909833629501,0.0990499214590438,0.123546075869838,0.5559441323907574,0.19021187268364595,0.5885824838374912,1.035213159154344,0.8118978214959176
130,Nevada,2021,female,35-39,0.549142104896204,0.0,0.133142326055718,0.241431544508236,0.5559441323907574,0.19021187268364595,0.9877649082016529,0.33,0.6588824541008265
131,New Hampshire,2021,female,35-39,0.479184926103358,0.113237032558819,0.119389749614062,0.137440543233159,0.5559441323907574,0.19021187268364595,0.8619300001291362,0.5953205284254315,0.7286252642772839
132,New Jersey,2021,female,35-39,0.479417214961745,0.0929988341614847,0.106438374488345,0.1822903791892,0.5559441323907574,0.19021187268364595,0.8623478278295349,0.48892234143636903,0.675635084632952
133,New Mexico,2021,female,35-39,0.612877333803359,0.208790955563849,0.144359028913812,0.189338086434157,0.5559441323907574,0.19021187268364595,1.102408134370928,1.097675726641434,1.100041930506181
134,New York,2021,female,35-39,0.526075517119061,0.36472875067293,0.0942430834421597,0.18380768502892,0.5559441323907574,0.19021187268364595,0.9462740704839339,1.9174867768613724,1.431880423672653
135,North Carolina,2021,female,35-39,0.600102589604281,0.0657600695134437,0.183393496865711,0.199911289393034,0.5559441323907574,0.19021187268364595,1.0794296668329362,0.34572010982097656,0.7125748883269564
136,North Dakota,2021,female,35-39,0.625055041854031,0.350194887004334,0.139570260554986,0.169227480676111,0.5559441323907574,0.19021187268364595,1.1243126879783265,1.8410779625032474,1.4826953252407868
137,Ohio,2021,female,35-39,0.471115570753903,0.277876017286272,0.170640038799886,0.20668596462295,0.5559441323907574,0.19021187268364595,0.8474153126285164,1.4608763026502878,1.1541458076394022
138,Oklahoma,2021,female,35-39,0.582388646503606,0.23328485974876,0.17719040087162,0.16868723284495,0.5559441323907574,0.19021187268364595,1.0475668553225443,1.2264474160177772,1.1370071356701608
139,Oregon,2021,female,35-39,0.441266668550002,0.0961135024672095,0.106690976199715,0.167756512081213,0.5559441323907574,0.19021187268364595,0.7937248418332945,0.5052970727387889,0.6495109572860417
140,Pennsylvania,2021,female,35-39,0.316799930230847,0.0987177462092725,0.0727094730571506,0.147721101122535,0.5559441323907574,0.19021187268364595,0.5698413055795638,0.518988351339438,0.544414828459501
141,Rhode Island,2021,female,35-39,0.577900018655108,0.213164497688796,0.100943025296913,0.168750049260943,0.5559441323907574,0.19021187268364595,1.0394929723782362,1.1206687294610893,1.0800808509196629
142,South Carolina,2021,female,35-39,0.620814208239531,0.0578372830168643,0.202777472948492,0.227083909771923,0.5559441323907574,0.19021187268364595,1.1166845229030646,0.33,0.7233422614515324
143,South Dakota,2021,female,35-39,0.878496662056877,0.083830466027842,0.0976419208248818,0.178007835123688,0.5559441323907574,0.19021187268364595,1.5801887471660672,0.44072152198020803,1.0104551345731376
144,Tennessee,2021,female,35-39,0.791443215109581,0.15501896500659,0.151833368113086,0.20855593715981,0.5559441323907574,0.19021187268364595,1.4236020653839694,0.8149804889645998,1.1192912771742847
145,Texas,2021,female,35-39,0.629721343167559,0.0943852652726148,0.108517691071825,0.203083566679304,0.5559441323907574,0.19021187268364595,1.1327061596271075,0.49621121931538537,0.8144586894712464
146,Utah,2021,female,35-39,0.392706017461802,0.150797971639749,0.112802241517524,0.147116134585755,0.5559441323907574,0.19021187268364595,0.7063767644655706,0.7927894800265763,0.7495831222460735
147,Vermont,2021,female,35-39,0.157389031075094,0.151224498330391,0.104763169266402,0.186794602367137,0.5559441323907574,0.19021187268364595,0.33,0.7950318568278992,0.5625159284139496
148,Virginia,2021,female,35-39,0.598486307168741,0.121501256718335,0.166059106905545,0.182566965674758,0.5559441323907574,0.19021187268364595,1.0765223919084048,0.6387679959410938,0.8576451939247494
149,Washington,2021,female,35-39,0.303310513930253,0.0553276570837272,0.100745558726175,0.182581561880792,0.5559441323907574,0.19021187268364595,0.5455773273942293,0.33,0.43778866369711467
